regra,n,por_dia,p,p_acaso,lift,pts,pts_acaso,n_tr,p_tr,n_te,p_te,pts_te,lift_tr,lift_te
perna>=4 & pos20>=0.8,697,19.914285714285715,0.37733142037302725,0.38095892292897376,-0.0036275025559465157,6.599713055954089,7.143838439346064,431,0.37122969837587005,266,0.38721804511278196,8.082706766917294,-0.00972922455310371,0.006259122183808197
perna>=4 & pos50>=0.8,841,24.02857142857143,0.36028537455410226,0.37865662272441936,-0.0183712481703171,4.042806183115339,6.7984934086629005,518,0.3590733590733591,323,0.3622291021671827,4.3343653250774,-0.01958326365106028,-0.016427520557236674
perna>=5 & pernapts>=200,1223,34.94285714285714,0.3671300081766149,0.3842180546726001,-0.01708804649598522,5.069501226492232,7.632708200890019,748,0.37433155080213903,475,0.35578947368421054,3.3684210526315788,-0.009886503870461083,-0.028428580988389573
perna>=5 & pernapts>=300,841,24.02857142857143,0.36504161712247324,0.3809141940657578,-0.01587257694328459,4.756242568370987,7.137129109863673,512,0.37890625,329,0.3434650455927052,1.5197568389057752,-0.0020079440657578274,-0.03744914847305264
perna>=5 & pernapav>=90,470,13.428571428571429,0.37872340425531914,0.3872892347600519,-0.008565830504732752,6.808510638297872,8.093385214007782,290,0.39655172413793105,180,0.35,2.5,0.009262489377879157,-0.037289234760051915
perna>=5 & pav<=110,274,7.828571428571428,0.41605839416058393,0.39008164499546416,0.025976749165119772,12.408759124087592,8.512246749319624,178,0.42696629213483145,96,0.3958333333333333,9.375,0.03688464713936729,0.005751688337869154
perna>=5 & pav>=130,520,14.857142857142858,0.3576923076923077,0.38358815560286436,-0.025895847910556657,3.6538461538461537,7.53822334042965,319,0.3730407523510972,201,0.3333333333333333,0.0,-0.010547403251767173,-0.05025482226953104
perna>=5 & pav1<=70,636,18.17142857142857,0.38836477987421386,0.39148251134201667,-0.003117731467802809,8.254716981132075,8.722376701302503,389,0.39588688946015427,247,0.3765182186234818,6.477732793522267,0.004404378118137597,-0.014964292718534888
perna>=5 & pav1>=110,249,7.114285714285714,0.3895582329317269,0.3833104080696928,0.006247824862034124,8.433734939759036,7.49656121045392,148,0.38513513513513514,101,0.39603960396039606,9.405940594059405,0.0018247270654423442,0.01272919589070326
perna>=5 & pav2<=70,618,17.65714285714286,0.3559870550161812,0.3845472004727434,-0.028560145456562158,3.3980582524271843,7.682080070911509,364,0.3269230769230769,254,0.39763779527559057,9.645669291338583,-0.05762412354966645,0.013090594802847189
perna>=5 & pav2>=110,240,6.857142857142857,0.4041666666666667,0.39303482587064675,0.01113184079601992,10.625,8.955223880597014,156,0.4166666666666667,84,0.38095238095238093,7.142857142857143,0.02363184079601993,-0.012082444918265822
perna>=5 & efic20>=0.5,522,14.914285714285715,0.36973180076628354,0.38280823165179384,-0.013076430885510304,5.459770114942529,7.421234747769077,302,0.3609271523178808,220,0.38181818181818183,7.2727272727272725,-0.021881079333913034,-0.0009900498336120056
perna>=5 & efic20<=0.25,315,9.0,0.31746031746031744,0.38517179023508136,-0.06771147277476391,-2.380952380952381,7.775768535262206,188,0.324468085106383,127,0.30708661417322836,-3.937007874015748,-0.06070370512869838,-0.078085176061853
perna>=5 & efic50>=0.5,568,16.228571428571428,0.3538732394366197,0.38578770157717523,-0.031914462140555544,3.0809859154929575,7.868155236576289,326,0.36809815950920244,242,0.3347107438016529,0.2066115702479339,-0.017689542067972797,-0.05107695777552235
perna>=5 & efic50<=0.25,295,8.428571428571429,0.34576271186440677,0.3738261132990003,-0.028063401434593516,1.8644067796610169,6.0739169948500455,198,0.3383838383838384,97,0.36082474226804123,4.123711340206185,-0.03544227491516189,-0.013001371030959052
